Sensor,Time,Date,Flow,Occupancy,Vehicles Entered,Speed,Harmonic Mean Speed,Length,Vehicles Contributed,Label
Mid Points,10080.0,2025-01-07,60.0,1.45,1.0,3.9266666666666663,3.9266666666666663,3.3333333333333335,1.0,0
End Points,10080.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,10080.0,2025-01-07,120.0,4.84,2.0,9.395,9.379999999999999,8.5,2.0,0
Start Points,10140.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,10140.0,2025-01-07,60.0,1.2733333333333332,1.0,7.343333333333334,7.289999999999999,6.033333333333334,1.0,0
End Points,10140.0,2025-01-07,60.0,1.5099999999999998,1.0,6.543333333333334,6.536666666666666,6.033333333333334,1.0,0
OStart Points,10140.0,2025-01-07,60.0,1.835,1.0,10.879999999999999,10.879999999999999,9.55,1.0,0
Start Points,10200.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,10200.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,10200.0,2025-01-07,20.0,0.37999999999999995,0.3333333333333333,1.7733333333333334,1.7733333333333334,1.0,0.3333333333333333,0
OStart Points,10200.0,2025-01-07,30.0,1.46,0.5,2.93,2.93,5.5,0.5,0
Start Points,10260.0,2025-01-07,40.0,2.2600000000000002,1.0,4.37,4.37,7.666666666666667,0.6666666666666666,0
Mid Points,10260.0,2025-01-07,20.0,0.9033333333333333,0.6666666666666666,3.9233333333333333,3.9233333333333333,3.3333333333333335,0.3333333333333333,0
End Points,10260.0,2025-01-07,20.0,0.8466666666666667,0.3333333333333333,1.9566666666666668,1.9566666666666668,3.3333333333333335,0.3333333333333333,0
OStart Points,10260.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,10320.0,2025-01-07,20.0,0.2733333333333333,0.3333333333333333,2.74,2.74,1.0,0.3333333333333333,0
Mid Points,10320.0,2025-01-07,40.0,0.27999999999999997,0.3333333333333333,3.876666666666667,3.873333333333333,2.1666666666666665,0.6666666666666666,0
End Points,10320.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,10320.0,2025-01-07,120.0,3.6799999999999997,2.0,9.68,9.68,7.335,2.0,0
Start Points,10380.0,2025-01-07,40.0,1.6833333333333333,1.0,5.506666666666667,5.506666666666667,5.333333333333333,0.6666666666666666,0
Mid Points,10380.0,2025-01-07,20.0,0.48666666666666664,0.3333333333333333,3.89,3.89,3.3333333333333335,0.3333333333333333,0
End Points,10380.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,10380.0,2025-01-07,30.0,1.465,0.5,2.915,2.915,5.5,0.5,0
Start Points,10440.0,2025-01-07,40.0,2.42,1.3333333333333333,1.26,1.24,2.516666666666667,0.6666666666666666,0
Mid Points,10440.0,2025-01-07,80.0,1.6500000000000001,1.3333333333333333,3.49,3.44,2.3433333333333333,1.3333333333333333,0
End Points,10440.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,10440.0,2025-01-07,60.0,2.235,1.0,2.56,2.51,3.75,1.0,0
Start Points,10500.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,10500.0,2025-01-07,20.0,0.3666666666666667,0.3333333333333333,2.9166666666666665,2.9166666666666665,1.7,0.3333333333333333,0
End Points,10500.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,10500.0,2025-01-07,90.0,3.2,1.5,2.925,2.92,3.865,1.5,0
Start Points,10560.0,2025-01-07,20.0,1.31,0.6666666666666666,1.5633333333333335,1.5633333333333335,3.3333333333333335,0.3333333333333333,0
Mid Points,10560.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,10560.0,2025-01-07,20.0,0.5333333333333333,0.3333333333333333,1.0633333333333335,1.0633333333333335,1.0,0.3333333333333333,0
OStart Points,10560.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,10620.0,2025-01-07,20.0,1.3566666666666667,0.6666666666666666,1.5066666666666666,1.5066666666666666,3.3333333333333335,0.3333333333333333,0
Mid Points,10620.0,2025-01-07,20.0,0.49666666666666665,0.3333333333333333,3.8066666666666666,3.8066666666666666,3.3333333333333335,0.3333333333333333,0
End Points,10620.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,10620.0,2025-01-07,30.0,1.395,0.5,3.08,3.08,5.5,0.5,0
Start Points,10680.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,10680.0,2025-01-07,20.0,0.48666666666666664,0.3333333333333333,3.91,3.91,3.3333333333333335,0.3333333333333333,0
End Points,10680.0,2025-01-07,20.0,0.36333333333333334,0.3333333333333333,1.89,1.89,1.0,0.3333333333333333,0
OStart Points,10680.0,2025-01-07,30.0,1.46,0.5,2.92,2.92,5.5,0.5,0
Start Points,10740.0,2025-01-07,20.0,1.0266666666666666,0.6666666666666666,1.3099999999999998,1.3099999999999998,1.7,0.3333333333333333,0
Mid Points,10740.0,2025-01-07,20.0,0.2833333333333333,0.3333333333333333,3.9966666666666666,3.9966666666666666,1.7,0.3333333333333333,0
End Points,10740.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,10740.0,2025-01-07,30.0,0.89,0.5,2.825,2.825,3.05,0.5,0
Start Points,10800.0,2025-01-07,20.0,1.3466666666666665,0.6666666666666666,1.53,1.53,3.3333333333333335,0.3333333333333333,0
Mid Points,10800.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,10800.0,2025-01-07,20.0,0.9199999999999999,0.3333333333333333,1.7466666666666668,1.7466666666666668,3.3333333333333335,0.3333333333333333,0
OStart Points,10800.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,10860.0,2025-01-07,20.0,1.3933333333333333,0.6666666666666666,1.0966666666666667,1.0966666666666667,3.3333333333333335,0.3333333333333333,0
Mid Points,10860.0,2025-01-07,80.0,1.8,1.3333333333333333,3.23,3.09,2.516666666666667,1.3333333333333333,0
End Points,10860.0,2025-01-07,20.0,0.5333333333333333,0.3333333333333333,1.8033333333333335,1.8033333333333335,1.7,0.3333333333333333,0
OStart Points,10860.0,2025-01-07,90.0,3.72,1.5,3.015,3.01,4.685,1.5,0
Start Points,10920.0,2025-01-07,40.0,2.4433333333333334,1.3333333333333333,1.0833333333333333,1.0833333333333333,2.516666666666667,0.6666666666666666,0
Mid Points,10920.0,2025-01-07,20.0,0.48666666666666664,0.3333333333333333,3.89,3.89,3.3333333333333335,0.3333333333333333,0
End Points,10920.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,10920.0,2025-01-07,60.0,2.425,1.0,2.86,2.845,4.275,1.0,0
Start Points,10980.0,2025-01-07,40.0,1.6333333333333335,1.0,5.273333333333333,5.273333333333333,5.333333333333333,0.6666666666666666,0
Mid Points,10980.0,2025-01-07,60.0,0.9933333333333333,1.0,3.8033333333333332,3.8033333333333332,2.01,1.0,0
End Points,10980.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,10980.0,2025-01-07,60.0,2.43,1.5,2.835,2.83,4.275,1.0,0
Start Points,11040.0,2025-01-07,40.0,1.593333333333333,1.0,5.306666666666667,5.306666666666667,5.333333333333333,0.6666666666666666,0
Mid Points,11040.0,2025-01-07,60.0,0.9266666666666666,1.0,3.6666666666666665,3.6533333333333338,1.7766666666666666,1.0,0
End Points,11040.0,2025-01-07,20.0,0.17333333333333334,0.3333333333333333,4.716666666666666,4.716666666666666,1.0,0.3333333333333333,0
OStart Points,11040.0,2025-01-07,90.0,2.475,1.0,3.145,3.135,3.165,1.5,0
Start Points,11100.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,11100.0,2025-01-07,40.0,0.82,0.6666666666666666,3.1999999999999997,3.1999999999999997,2.1666666666666665,0.6666666666666666,0
End Points,11100.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,11100.0,2025-01-07,60.0,1.445,1.0,2.395,2.385,2.0,1.0,0
Start Points,11160.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,11160.0,2025-01-07,60.0,1.59,1.0,6.5566666666666675,6.5566666666666675,5.333333333333333,1.0,0
End Points,11160.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,11160.0,2025-01-07,120.0,4.835,2.0,3.17,3.13,4.625,2.0,0
Start Points,11220.0,2025-01-07,20.0,1.0166666666666666,0.6666666666666666,1.24,1.24,1.7,0.3333333333333333,0
Mid Points,11220.0,2025-01-07,40.0,0.39666666666666667,0.6666666666666666,3.5233333333333334,3.5,0.8833333333333334,0.6666666666666666,0
End Points,11220.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,11220.0,2025-01-07,30.0,0.345,0.5,2.165,2.165,0.6000000000000001,0.5,0
Start Points,11280.0,2025-01-07,40.0,1.62,1.0,5.266666666666667,5.266666666666667,5.333333333333333,0.6666666666666666,0
Mid Points,11280.0,2025-01-07,20.0,0.49,0.3333333333333333,3.8699999999999997,3.8699999999999997,3.3333333333333335,0.3333333333333333,0
End Points,11280.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,11280.0,2025-01-07,60.0,2.385,1.0,2.81,2.805,4.275,1.0,0
Start Points,11340.0,2025-01-07,60.0,2.6233333333333335,1.6666666666666667,5.246666666666667,5.246666666666667,4.516666666666667,1.0,0
Mid Points,11340.0,2025-01-07,60.0,1.07,1.0,3.4433333333333334,3.3266666666666667,2.01,1.0,0
End Points,11340.0,2025-01-07,20.0,0.5966666666666667,0.3333333333333333,1.5433333333333332,1.5433333333333332,1.7,0.3333333333333333,0
OStart Points,11340.0,2025-01-07,60.0,2.285,1.0,2.485,2.425,3.75,1.0,0
Start Points,11400.0,2025-01-07,20.0,0.27666666666666667,0.3333333333333333,2.6999999999999997,2.6999999999999997,1.0,0.3333333333333333,0
Mid Points,11400.0,2025-01-07,60.0,0.6433333333333334,1.0,8.213333333333333,8.203333333333333,3.0,1.0,0
End Points,11400.0,2025-01-07,40.0,1.0633333333333332,0.6666666666666666,6.373333333333334,6.373333333333334,5.333333333333333,0.6666666666666666,0
OStart Points,11400.0,2025-01-07,120.0,2.63,2.0,10.13,10.055,6.4,2.0,0
Start Points,11460.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,11460.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,11460.0,2025-01-07,20.0,0.8766666666666666,0.3333333333333333,1.8733333333333333,1.8733333333333333,3.3333333333333335,0.3333333333333333,0
OStart Points,11460.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,11520.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,11520.0,2025-01-07,20.0,0.5666666666666667,0.3333333333333333,3.26,3.26,3.3333333333333335,0.3333333333333333,0
End Points,11520.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,11520.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,11580.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,11580.0,2025-01-07,20.0,0.6466666666666666,0.6666666666666666,0.006666666666666672,0.006666666666666672,0.06666666666666672,0.3333333333333333,0
End Points,11580.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,11580.0,2025-01-07,60.0,1.675,1.0,3.14,3.135,3.05,1.0,0
Start Points,11640.0,2025-01-07,20.0,1.05,0.6666666666666666,1.0033333333333332,1.0033333333333332,1.7,0.3333333333333333,0
Mid Points,11640.0,2025-01-07,20.0,0.29,0.3333333333333333,3.856666666666667,3.856666666666667,1.7,0.3333333333333333,0
End Points,11640.0,2025-01-07,20.0,0.3466666666666667,0.3333333333333333,2.016666666666667,2.016666666666667,1.0,0.3333333333333333,0
OStart Points,11640.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,11700.0,2025-01-07,60.0,1.5633333333333335,1.3333333333333333,9.26,9.26,5.7,1.0,0
Mid Points,11700.0,2025-01-07,20.0,0.27,0.3333333333333333,4.203333333333333,4.203333333333333,1.7,0.3333333333333333,0
End Points,11700.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,11700.0,2025-01-07,60.0,1.705,1.0,2.975,2.975,3.05,1.0,0
Start Points,11760.0,2025-01-07,60.0,3.1266666666666665,1.6666666666666667,4.6000000000000005,4.593333333333333,6.033333333333334,1.0,0
Mid Points,11760.0,2025-01-07,60.0,0.8766666666666666,1.0,4.1000000000000005,4.09,1.7766666666666666,1.0,0
End Points,11760.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,11760.0,2025-01-07,60.0,2.23,1.5,2.85,2.775,2.0,1.0,0
Start Points,11820.0,2025-01-07,20.0,0.8766666666666666,0.6666666666666666,0.9833333333333334,0.9833333333333334,1.0,0.3333333333333333,0
Mid Points,11820.0,2025-01-07,60.0,1.01,1.0,8.47,8.466666666666667,4.866666666666666,1.0,0
End Points,11820.0,2025-01-07,20.0,0.2966666666666667,0.3333333333333333,3.7733333333333334,3.7733333333333334,1.7,0.3333333333333333,0
OStart Points,11820.0,2025-01-07,90.0,2.505,1.0,3.12,3.09,4.335,1.5,0
Start Points,11880.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,11880.0,2025-01-07,20.0,0.6333333333333333,0.3333333333333333,2.8333333333333335,2.8333333333333335,3.3333333333333335,0.3333333333333333,0
End Points,11880.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,11880.0,2025-01-07,30.0,0.73,0.5,2.345,2.345,2.0,0.5,0
Start Points,11940.0,2025-01-07,80.0,3.116666666666667,2.0,10.290000000000001,10.283333333333333,7.333333333333333,1.3333333333333333,0
Mid Points,11940.0,2025-01-07,100.0,1.6833333333333333,1.6666666666666667,7.896666666666666,7.8,4.166666666666667,1.6666666666666667,0
End Points,11940.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,11940.0,2025-01-07,90.0,3.65,1.5,2.735,2.715,4.335,1.5,0
Start Points,12000.0,2025-01-07,40.0,1.02,0.6666666666666666,6.723333333333334,6.723333333333334,5.333333333333333,0.6666666666666666,0
Mid Points,12000.0,2025-01-07,40.0,0.3666666666666667,0.6666666666666666,9.766666666666667,9.766666666666667,3.0,0.6666666666666666,0
End Points,12000.0,2025-01-07,40.0,1.0266666666666666,0.6666666666666666,7.55,7.55,5.333333333333333,0.6666666666666666,0
OStart Points,12000.0,2025-01-07,120.0,2.8649999999999998,2.0,10.65,10.645,6.165,2.0,0
Start Points,12060.0,2025-01-07,60.0,2.2266666666666666,1.3333333333333333,7.87,7.87,8.733333333333333,1.0,0
Mid Points,12060.0,2025-01-07,60.0,1.2666666666666666,1.0,8.786666666666667,8.786666666666667,6.033333333333334,1.0,0
End Points,12060.0,2025-01-07,40.0,0.9733333333333333,0.6666666666666666,3.9,3.8966666666666665,3.3333333333333335,0.6666666666666666,0
OStart Points,12060.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,12120.0,2025-01-07,20.0,1.3066666666666664,0.6666666666666666,1.7300000000000002,1.7300000000000002,3.3333333333333335,0.3333333333333333,0
Mid Points,12120.0,2025-01-07,40.0,0.7633333333333333,0.6666666666666666,3.973333333333333,3.973333333333333,2.516666666666667,0.6666666666666666,0
End Points,12120.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,12120.0,2025-01-07,90.0,3.25,1.5,2.83,2.82,3.865,1.5,0
Start Points,12180.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,12180.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,12180.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,12180.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,12240.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,12240.0,2025-01-07,60.0,1.4400000000000002,1.0,2.4033333333333338,2.39,2.01,1.0,0
End Points,12240.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,12240.0,2025-01-07,90.0,3.02,1.5,2.795,2.78,3.5149999999999997,1.5,0
Start Points,12300.0,2025-01-07,60.0,0.75,1.0,7.4433333333333325,7.44,3.0,1.0,0
Mid Points,12300.0,2025-01-07,40.0,0.42333333333333334,0.6666666666666666,8.536666666666667,8.536666666666667,3.0,0.6666666666666666,0
End Points,12300.0,2025-01-07,20.0,0.22,0.3333333333333333,3.533333333333333,3.533333333333333,1.0,0.3333333333333333,0
OStart Points,12300.0,2025-01-07,30.0,0.47,0.5,5.785,5.785,3.05,0.5,0
Start Points,12360.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,12360.0,2025-01-07,60.0,0.7566666666666667,1.0,8.1,8.08,3.35,1.0,0
End Points,12360.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,12360.0,2025-01-07,90.0,2.095,1.5,2.91,2.91,2.35,1.5,0
Start Points,12420.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,12420.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,12420.0,2025-01-07,20.0,0.21666666666666667,0.3333333333333333,3.623333333333333,3.623333333333333,1.0,0.3333333333333333,0
OStart Points,12420.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,12480.0,2025-01-07,40.0,1.5366666666666664,1.0,4.3933333333333335,4.3933333333333335,4.3999999999999995,0.6666666666666666,0
Mid Points,12480.0,2025-01-07,60.0,0.9433333333333334,1.0,3.3366666666666664,3.296666666666667,1.7,1.0,0
End Points,12480.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,12480.0,2025-01-07,90.0,2.845,1.5,2.38,2.27,3.05,1.5,0
Start Points,12540.0,2025-01-07,80.0,3.1833333333333336,2.3333333333333335,6.359999999999999,6.353333333333333,2.766666666666667,1.3333333333333333,0
Mid Points,12540.0,2025-01-07,80.0,0.94,1.3333333333333333,3.8966666666666665,3.89,1.2933333333333332,1.3333333333333333,0
End Points,12540.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,12540.0,2025-01-07,120.0,2.775,2.0,2.94,2.915,2.44,2.0,0
Start Points,12600.0,2025-01-07,60.0,2.6166666666666667,1.6666666666666667,5.483333333333333,5.426666666666667,4.516666666666667,1.0,0
Mid Points,12600.0,2025-01-07,40.0,0.7733333333333333,0.6666666666666666,3.9166666666666665,3.9166666666666665,2.516666666666667,0.6666666666666666,0
End Points,12600.0,2025-01-07,20.0,0.3833333333333333,0.3333333333333333,1.7566666666666666,1.7566666666666666,1.0,0.3333333333333333,0
OStart Points,12600.0,2025-01-07,60.0,2.545,1.0,2.595,2.585,4.275,1.0,0
Start Points,12660.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,12660.0,2025-01-07,80.0,1.4000000000000001,1.3333333333333333,3.3699999999999997,3.3266666666666667,1.76,1.3333333333333333,0
End Points,12660.0,2025-01-07,20.0,0.6233333333333334,0.3333333333333333,1.4433333333333334,1.4433333333333334,1.7,0.3333333333333333,0
OStart Points,12660.0,2025-01-07,120.0,3.42,2.0,3.065,3.06,3.14,2.0,0
Start Points,12720.0,2025-01-07,20.0,0.7000000000000001,0.3333333333333333,2.51,2.51,3.3333333333333335,0.3333333333333333,0
Mid Points,12720.0,2025-01-07,20.0,0.22666666666666668,0.3333333333333333,3.4133333333333336,3.4133333333333336,1.0,0.3333333333333333,0
End Points,12720.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,12720.0,2025-01-07,30.0,0.765,0.5,2.23,2.23,2.0,0.5,0
Start Points,12780.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,12780.0,2025-01-07,60.0,0.93,1.0,8.423333333333334,8.39,5.333333333333333,1.0,0
End Points,12780.0,2025-01-07,40.0,1.0766666666666667,0.6666666666666666,6.446666666666666,6.446666666666666,6.033333333333334,0.6666666666666666,0
OStart Points,12780.0,2025-01-07,60.0,1.265,1.0,2.8,2.8,2.0,1.0,0
Start Points,12840.0,2025-01-07,60.0,2.3433333333333333,1.3333333333333333,7.4866666666666655,7.4866666666666655,8.733333333333333,1.0,0
Mid Points,12840.0,2025-01-07,60.0,1.0666666666666667,1.0,3.8699999999999997,3.8699999999999997,2.2433333333333336,1.0,0
End Points,12840.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,12840.0,2025-01-07,90.0,3.27,1.5,2.81,2.805,3.865,1.5,0
Start Points,12900.0,2025-01-07,20.0,1.3233333333333335,0.6666666666666666,1.67,1.67,3.3333333333333335,0.3333333333333333,0
Mid Points,12900.0,2025-01-07,40.0,0.7266666666666666,0.6666666666666666,8.086666666666666,8.086666666666666,5.333333333333333,0.6666666666666666,0
End Points,12900.0,2025-01-07,20.0,0.24666666666666667,0.3333333333333333,3.08,3.08,1.0,0.3333333333333333,0
OStart Points,12900.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,12960.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,12960.0,2025-01-07,60.0,1.11,1.0,3.4333333333333336,3.393333333333333,2.01,1.0,0
End Points,12960.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,12960.0,2025-01-07,90.0,2.905,1.5,2.965,2.96,3.5149999999999997,1.5,0
Start Points,13020.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,13020.0,2025-01-07,40.0,1.6066666666666667,1.0,2.5733333333333337,2.5700000000000003,2.516666666666667,0.6666666666666666,0
End Points,13020.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,13020.0,2025-01-07,90.0,3.79,1.5,10.485,10.4,8.5,1.5,0
Start Points,13080.0,2025-01-07,20.0,0.22666666666666668,0.3333333333333333,3.393333333333333,3.393333333333333,1.0,0.3333333333333333,0
Mid Points,13080.0,2025-01-07,60.0,0.6566666666666666,0.6666666666666666,3.3366666666666664,3.2933333333333334,2.01,1.0,0
End Points,13080.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,13080.0,2025-01-07,120.0,3.71,2.0,3.035,3.015,3.4,2.0,0
Start Points,13140.0,2025-01-07,60.0,2.973333333333333,1.6666666666666667,4.386666666666667,4.296666666666667,6.5,1.0,0
Mid Points,13140.0,2025-01-07,60.0,0.9500000000000001,1.0,3.563333333333333,3.5433333333333334,1.7766666666666666,1.0,0
End Points,13140.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,13140.0,2025-01-07,150.0,4.39,2.5,9.875,9.8,9.375,2.5,0
Start Points,13200.0,2025-01-07,80.0,2.19,1.6666666666666667,9.316666666666666,9.313333333333334,8.033333333333333,1.3333333333333333,0
Mid Points,13200.0,2025-01-07,60.0,1.2033333333333334,1.0,8.270000000000001,8.270000000000001,5.333333333333333,1.0,0
End Points,13200.0,2025-01-07,40.0,0.9900000000000001,0.6666666666666666,3.8233333333333337,3.8233333333333337,3.3333333333333335,0.6666666666666666,0
OStart Points,13200.0,2025-01-07,30.0,0.78,0.5,2.165,2.165,2.0,0.5,0
Start Points,13260.0,2025-01-07,20.0,0.83,0.6666666666666666,0.7033333333333335,0.7033333333333335,1.0,0.3333333333333333,0
Mid Points,13260.0,2025-01-07,60.0,0.6666666666666666,1.0,4.17,4.14,1.2333333333333334,1.0,0
End Points,13260.0,2025-01-07,20.0,0.42,0.3333333333333333,1.5333333333333332,1.5333333333333332,1.0,0.3333333333333333,0
OStart Points,13260.0,2025-01-07,60.0,1.825,1.0,2.49,2.36,2.525,1.0,0
Start Points,13320.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,13320.0,2025-01-07,40.0,0.5,0.6666666666666666,3.5399999999999996,3.2533333333333334,0.8833333333333334,0.6666666666666666,0
End Points,13320.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,13320.0,2025-01-07,90.0,1.665,1.5,3.06,3.06,1.8849999999999998,1.5,0
Start Points,13380.0,2025-01-07,60.0,3.1366666666666667,2.0,6.626666666666666,6.596666666666667,4.3999999999999995,1.0,0
Mid Points,13380.0,2025-01-07,60.0,0.8066666666666666,1.3333333333333333,8.343333333333334,8.34,3.233333333333333,1.0,0
End Points,13380.0,2025-01-07,40.0,0.3466666666666667,0.6666666666666666,3.223333333333333,3.22,0.5333333333333333,0.6666666666666666,0
OStart Points,13380.0,2025-01-07,30.0,0.565,0.5,3.205,3.205,2.0,0.5,0
Start Points,13440.0,2025-01-07,20.0,0.8266666666666667,0.3333333333333333,2.3433333333333333,2.3433333333333333,3.3333333333333335,0.3333333333333333,0
Mid Points,13440.0,2025-01-07,40.0,0.96,0.3333333333333333,8.706666666666667,8.706666666666667,7.666666666666667,0.6666666666666666,0
End Points,13440.0,2025-01-07,40.0,0.8833333333333333,0.6666666666666666,6.536666666666666,6.536666666666666,5.333333333333333,0.6666666666666666,0
OStart Points,13440.0,2025-01-07,60.0,3.245,1.0,2.61,2.58,5.5,1.0,0
Start Points,13500.0,2025-01-07,60.0,2.313333333333333,0.6666666666666666,4.56,4.56,7.666666666666667,1.0,0
Mid Points,13500.0,2025-01-07,80.0,1.866666666666667,1.3333333333333333,7.5,7.5,6.033333333333334,1.3333333333333333,0
End Points,13500.0,2025-01-07,80.0,2.0833333333333335,1.3333333333333333,6.343333333333334,6.343333333333334,6.033333333333334,1.3333333333333333,0
OStart Points,13500.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,13560.0,2025-01-07,40.0,2.4033333333333338,1.3333333333333333,1.6666666666666667,1.6466666666666667,2.516666666666667,0.6666666666666666,0
Mid Points,13560.0,2025-01-07,40.0,0.79,0.6666666666666666,3.8233333333333337,3.8233333333333337,2.516666666666667,0.6666666666666666,0
End Points,13560.0,2025-01-07,20.0,0.3933333333333333,0.3333333333333333,1.6900000000000002,1.6900000000000002,1.0,0.3333333333333333,0
OStart Points,13560.0,2025-01-07,60.0,1.87,1.0,2.665,2.665,3.05,1.0,0
Start Points,13620.0,2025-01-07,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
